CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation
2690	4040	-0.000	2690	0.9325	2690.0	35	 
2526	2764	80.038	2526	0.8446	2526.0	35	C4H4N2
1530	2194	0.000	1530	0.9243	1530.0	35	 
18189	19019	-0.000	18189	0.9151	18189.0	35	 
1327	5677	-0.001	1327	0.9837	1327.0	35	 
2690	4209	-0.000	2690	0.9213	2690.0	35	 
2590	3237	0.000	2590	0.91	2590.0	35	 
502	18991	-0.014	502	0.9315	502.0	35	 
2225	5664	-0.000	2225	0.96	2225.0	35	 
3520	3651	150.063	3520	0.933	3520.0	35	 
1040	2435	0.000	1040	0.9273	1040.0	35	 
896	18200	-14.016	896	0.8992	896.0	35	methanol (-H2O):CH2
5114	5268	0.000	5114	0.9769	5114.0	35	 
1327	3517	0.000	1327	0.9524	1327.0	35	 
2972	3237	0.000	2972	0.9453	2972.0	35	 
4821	5014	-0.000	4821	0.9784	4821.0	35	 
2690	3517	-0.000	2690	0.9716	2690.0	35	 
1514	2035	-0.000	1514	0.9492	1514.0	35	 
3129	3520	-150.063	3129	0.9515	3129.0	35	 
1338	18200	28.031	1338	0.8354	1338.0	35	C2H4
2638	2865	169.972	2638	0.9052	2638.0	35	 
502	19015	0.000	502	0.956	502.0	35	 
908	1530	-129.043	908	0.8722	908.0	35	C5H7_isoprene addition (-H):C5H7NO3
2506	2526	-108.032	2506	0.853	2506.0	35	 
870	2435	-0.121	870	0.8841	870.0	35	 
18189	18200	-14.016	18189	0.8695	18189.0	35	methanol (-H2O):CH2
1338	2194	-129.043	1338	0.8533	1338.0	35	C5H7_isoprene addition (-H):C5H7NO3
14762	18906	-0.000	14762	0.9525	14762.0	35	 
1155	1327	-14.015	1155	0.9645	1155.0	35	methanol (-H2O):CH2
15214	18874	0.014	15214	0.9207	15214.0	35	 
18224	18906	0.000	18224	0.9387	18224.0	35	 
4592	18405	260.137	4592	0.9088	4592.0	35	 
14699	18227	-0.000	14699	0.9382	14699.0	35	 
870	1615	-0.121	870	0.948	870.0	35	 
18200	18871	-0.000	18200	0.8851	18200.0	35	 
3023	4209	-0.000	3023	0.9102	3023.0	35	 
18189	18871	-14.016	18189	0.8748	18189.0	35	methanol (-H2O):CH2
1145	18987	14.015	1145	0.8676	1145.0	35	methanol (-H2O):CH2
2690	5677	-0.001	2690	0.9297	2690.0	35	 
4731	4993	-0.000	4731	0.9157	4731.0	35	 
2035	2972	87.033	2035	0.8488	2035.0	35	C4H7NO2_Threonine
908	1338	-0.000	908	0.9246	908.0	35	 
2690	3023	-0.000	2690	0.9511	2690.0	35	 
2040	2690	0.000	2040	0.9369	2040.0	35	 
15214	18387	-0.000	15214	0.9202	15214.0	35	 
14762	18874	0.014	14762	0.9525	14762.0	35	 
3112	4279	-0.000	3112	0.9465	3112.0	35	 
3517	5664	-14.016	3517	0.9316	3517.0	35	methanol (-H2O):CH2
502	1615	-0.014	502	0.9283	502.0	35	 
3023	5677	-0.001	3023	0.9424	3023.0	35	 
3517	5677	-0.001	3517	0.9403	3517.0	35	 
3086	3651	150.063	3086	0.9495	3086.0	35	 
3520	4212	315.143	3520	0.8532	3520.0	35	 
1029	18393	0.000	1029	0.9613	1029.0	35	 
4641	5664	14.015	4641	0.9317	4641.0	35	methanol (-H2O):CH2
3611	3797	-129.673	3611	0.8853	3611.0	35	 
1327	2749	-14.016	1327	0.9704	1327.0	35	methanol (-H2O):CH2
2225	2749	0.000	2225	0.977	2225.0	35	 
1327	5664	-14.016	1327	0.9653	1327.0	35	methanol (-H2O):CH2
1338	1530	-129.043	1338	0.9119	1338.0	35	C5H7_isoprene addition (-H):C5H7NO3
5664	5677	14.016	5664	0.9525	5664.0	35	methanol (-H2O):CH2
2594	3039	271.153	2594	0.8658	2594.0	35	 
18906	18991	-0.000	18906	0.9543	18906.0	35	 
502	18224	-0.014	502	0.9167	502.0	35	 
2749	5664	-0.001	2749	0.9692	2749.0	35	 
4731	5367	-0.000	4731	0.8845	4731.0	35	 
1514	3291	-14.015	1514	0.9525	1514.0	35	methanol (-H2O):CH2
2638	2764	141.977	2638	0.8896	2638.0	35	 
4073	5646	-0.000	4073	0.8925	4073.0	35	 
18224	18991	0.000	18224	0.9456	18224.0	35	 
14762	19015	0.014	14762	0.9501	14762.0	35	 
502	18387	-0.014	502	0.9325	502.0	35	 
2594	2865	140.058	2594	0.9462	2594.0	35	 
2040	5677	-0.001	2040	0.9394	2040.0	35	 
655	18874	-18.010	655	0.9381	655.0	35	H2O
655	18991	-18.025	655	0.9251	655.0	35	 
1029	18387	-18.011	1029	0.934	1029.0	35	H2O
655	19015	-18.011	655	0.9346	655.0	35	H2O
2506	2865	0.000	2506	0.9678	2506.0	35	 
18871	18987	0.000	18871	0.8845	18871.0	35	 
2225	3023	14.016	2225	0.9434	2225.0	35	methanol (-H2O):CH2
4279	5646	-0.000	4279	0.8821	4279.0	35	 
4236	5824	-0.001	4236	0.912	4236.0	35	 
3291	3293	-129.043	3291	0.8576	3291.0	35	C5H7_isoprene addition (-H):C5H7NO3
14699	18393	-0.000	14699	0.9377	14699.0	35	 
3112	4122	19.969	3112	0.9198	3112.0	35	 
2972	4821	-48.001	2972	0.9078	2972.0	35	 
2506	2764	-27.995	2506	0.9086	2506.0	35	CO
4821	5379	-39.011	4821	0.8332	4821.0	35	C2HN
18387	18874	0.014	18387	0.9638	18387.0	35	 
2108	4993	-0.995	2108	0.8608	2108.0	35	 
4040	4631	-0.000	4040	0.8912	4040.0	35	 
2749	4641	-14.016	2749	0.9493	2749.0	35	methanol (-H2O):CH2
4387	5664	14.015	4387	0.9374	4387.0	35	methanol (-H2O):CH2
2749	4387	-14.016	2749	0.9595	2749.0	35	methanol (-H2O):CH2
1155	2749	-28.031	1155	0.9306	1155.0	35	C2H4
1514	3039	-14.015	1514	0.9532	1514.0	35	methanol (-H2O):CH2
3039	3797	-33.984	3039	0.8832	3039.0	35	 
655	18227	-0.014	655	0.9771	655.0	35	 
1029	14762	-18.010	1029	0.9298	1029.0	35	H2O
870	908	-0.158	870	0.8995	870.0	35	 
1145	18200	14.016	1145	0.8921	1145.0	35	methanol (-H2O):CH2
4821	5114	-39.011	4821	0.8385	4821.0	35	C2HN
1514	4212	-47.999	1514	0.8407	1514.0	35	 
5114	5379	0.000	5114	0.9885	5114.0	35	 
502	1040	-0.014	502	0.99	502.0	35	 
3611	4073	-0.632	3611	0.9551	3611.0	35	 
18387	19015	0.014	18387	0.9554	18387.0	35	 
2972	4938	-48.001	2972	0.8263	2972.0	35	 
2225	3517	14.016	2225	0.9462	2225.0	35	methanol (-H2O):CH2
2749	3517	14.016	2749	0.9292	2749.0	35	methanol (-H2O):CH2
18874	19015	-0.000	18874	0.954	18874.0	35	 
502	870	0.108	502	0.9314	502.0	35	 
2590	5014	-48.001	2590	0.8638	2590.0	35	 
18200	18987	-0.000	18200	0.8836	18200.0	35	 
4993	5367	0.000	4993	0.8787	4993.0	35	 
3517	4040	-0.000	3517	0.9354	3517.0	35	 
2526	2865	108.032	2526	0.8474	2526.0	35	 
1029	18224	-18.011	1029	0.9258	1029.0	35	H2O
1029	18991	-18.011	1029	0.9393	1029.0	35	H2O
1327	2225	-14.016	1327	0.9889	1327.0	35	methanol (-H2O):CH2
4592	5824	260.137	4592	0.927	4592.0	35	 
896	18987	-14.016	896	0.8889	896.0	35	methanol (-H2O):CH2
896	1155	1.979	896	0.903	896.0	35	 
14762	18387	-0.000	14762	0.9531	14762.0	35	 
3112	3611	0.632	3112	0.99	3112.0	35	 
502	18874	0.000	502	0.9375	502.0	35	 
3086	4212	315.143	3086	0.8642	3086.0	35	 
2764	2865	27.995	2764	0.9028	2764.0	35	CO
2108	4236	-0.995	2108	0.9071	2108.0	35	 
3237	4821	-48.001	3237	0.9111	3237.0	35	 
2035	3039	-14.015	2035	0.9459	2035.0	35	methanol (-H2O):CH2
2108	18405	-0.995	2108	0.8819	2108.0	35	 
3129	3651	0.000	3129	0.9465	3129.0	35	 
655	14762	-18.024	655	0.9163	655.0	35	 
2040	3517	0.000	2040	0.9434	2040.0	35	 
3237	4938	-48.001	3237	0.8373	3237.0	35	 
18387	18906	0.000	18387	0.9638	18387.0	35	 
1155	3517	-14.015	1155	0.9245	1155.0	35	methanol (-H2O):CH2
2865	3039	131.095	2865	0.8622	2865.0	35	 
5014	5114	-39.011	5014	0.8314	5014.0	35	C2HN
2040	2225	-14.016	2040	0.9502	2040.0	35	methanol (-H2O):CH2
2108	5824	-0.995	2108	0.8895	2108.0	35	 
4592	4993	260.137	4592	0.9	4592.0	35	 
15214	18906	-0.000	15214	0.9207	15214.0	35	 
2590	4821	-48.001	2590	0.8576	2590.0	35	 
4387	4641	-0.000	4387	0.9395	4387.0	35	 
3019	4821	-16.028	3019	0.831	3019.0	35	 
18874	18906	-0.014	18874	1.0	18874.0	35	 
4236	5664	-0.001	4236	0.9339	4236.0	35	 
4236	4592	-260.137	4236	0.9462	4236.0	35	 
3611	4212	-129.674	3611	0.86	3611.0	35	 
3237	5014	-48.001	3237	0.9128	3237.0	35	 
4592	4731	260.137	4592	0.9186	4592.0	35	 
3086	3611	444.816	3086	0.8569	3086.0	35	 
5268	5379	0.000	5268	0.9785	5268.0	35	 
3611	4279	-0.632	3611	0.9439	3611.0	35	 
3039	3291	0.000	3039	0.973	3039.0	35	 
4122	4387	-0.000	4122	0.9564	4122.0	35	 
2762	3048	0.000	2762	0.8745	2762.0	35	 
1338	5659	-0.000	1338	0.9091	1338.0	35	 
3086	3520	0.000	3086	0.9546	3086.0	35	 
1348	1514	117.079	1348	0.8981	1348.0	35	 
2040	2749	-14.015	2040	0.9357	2040.0	35	methanol (-H2O):CH2
3023	3517	-0.000	3023	0.9585	3023.0	35	 
2225	4122	-14.015	2225	0.9432	2225.0	35	methanol (-H2O):CH2
1615	2435	0.000	1615	0.9194	1615.0	35	 
4938	5014	-0.000	4938	0.9094	4938.0	35	 
4236	6075	-0.001	4236	0.9226	4236.0	35	 
3611	3677	-0.632	3611	0.983	3611.0	35	 
2108	4731	-0.995	2108	0.8578	2108.0	35	 
4993	6075	-0.000	4993	0.8991	4993.0	35	 
2040	3023	0.000	2040	0.9367	2040.0	35	 
3129	3759	-150.063	3129	0.8542	3129.0	35	 
1327	2040	-0.000	1327	0.9474	1327.0	35	 
2035	3291	-14.015	2035	0.9697	2035.0	35	methanol (-H2O):CH2
908	5659	-0.001	908	0.9714	908.0	35	 
3677	4073	-0.000	3677	0.9557	3677.0	35	 
1029	18906	-18.011	1029	0.9381	1029.0	35	H2O
14762	15214	-0.000	14762	0.9084	14762.0	35	 
2562	2937	0.000	2562	0.9393	2562.0	36	 
2937	3274	27.995	2937	0.8226	2937.0	36	CO
2562	2968	27.995	2562	0.8351	2562.0	36	CO
2937	2968	27.995	2937	0.8484	2937.0	36	CO
2968	3274	-0.000	2968	0.927	2968.0	36	 
2562	3274	27.995	2562	0.8247	2562.0	36	CO
14838	18441	0.000	14838	0.983	14838.0	37	 
14932	15445	162.053	14932	0.8338	14932.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15979	17443	-56.063	15979	0.9681	15979.0	37	C4H8
16020	16159	0.000	16020	0.9835	16020.0	37	 
15665	15667	162.053	15665	0.9828	15665.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
14224	18300	0.000	14224	0.9579	14224.0	37	 
16077	16149	26.016	16077	0.9156	16077.0	37	C2H2
15754	15952	-0.001	15754	0.983	15754.0	37	 
16328	17019	-28.032	16328	0.9499	16328.0	37	C2H4
13781	18300	0.000	13781	0.9589	13781.0	37	 
13781	16694	63.962	13781	0.9626	13781.0	37	 
16574	17996	-63.962	16574	0.9502	16574.0	37	 
17273	17576	-0.000	17273	0.9436	17273.0	37	 
14531	18300	0.000	14531	0.9584	14531.0	37	 
16694	16870	0.000	16694	0.9743	16694.0	37	 
14224	15339	0.000	14224	0.9524	14224.0	37	 
14081	18239	-28.032	14081	0.9358	14081.0	37	C2H4
15952	16149	0.000	15952	0.9229	15952.0	37	 
16043	16159	28.031	16043	0.8974	16043.0	37	C2H4
16293	18418	0.000	16293	0.9155	16293.0	37	 
16694	17443	-28.032	16694	0.961	16694.0	37	C2H4
13781	14224	-0.000	13781	0.9623	13781.0	37	 
13781	14838	0.000	13781	0.9752	13781.0	37	 
11631	18192	0.000	11631	0.9381	11631.0	37	 
16574	17019	-28.032	16574	0.9625	16574.0	37	C2H4
15798	15979	0.000	15798	0.9762	15798.0	37	 
16870	17019	-28.032	16870	0.946	16870.0	37	C2H4
16152	17273	-56.063	16152	0.871	16152.0	37	C4H8
11631	17590	0.000	11631	0.9422	11631.0	37	 
16077	16221	0.000	16077	0.885	16077.0	37	 
14838	18300	0.000	14838	0.9537	14838.0	37	 
16694	18441	-63.962	16694	0.971	16694.0	37	 
17019	17576	-0.000	17019	0.9374	17019.0	37	 
15665	16020	162.053	15665	0.9858	15665.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
14224	14531	-0.000	14224	0.9836	14224.0	37	 
17996	18441	0.000	17996	0.9567	17996.0	37	 
13781	15339	0.000	13781	0.9664	13781.0	37	 
16328	16574	0.000	16328	0.98	16328.0	37	 
15459	15810	-28.031	15459	0.865	15459.0	37	C2H4
15667	15862	-28.031	15667	0.8554	15667.0	37	C2H4
14531	15339	0.000	14531	0.953	14531.0	37	 
15389	15667	-28.031	15389	0.8595	15389.0	37	C2H4
15952	18418	0.000	15952	0.918	15952.0	37	 
14994	16149	-30.047	14994	0.8841	14994.0	37	C2H6
14691	17590	-28.032	14691	0.9498	14691.0	37	C2H4
13388	15339	0.000	13388	0.9505	13388.0	37	 
13388	17996	0.000	13388	0.9509	13388.0	37	 
15539	15665	28.030	15539	0.8636	15539.0	37	C2H4
15638	16159	-28.031	15638	0.866	15638.0	37	C2H4
13781	14531	-0.000	13781	0.9622	13781.0	37	 
15952	16293	-0.000	15952	0.9385	15952.0	37	 
15459	16020	162.053	15459	0.9858	15459.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15339	16328	63.962	15339	0.9571	15339.0	37	 
14531	16574	63.963	14531	0.9505	14531.0	37	 
16574	18441	-63.962	16574	0.9589	16574.0	37	 
14531	18440	28.033	14531	0.9507	14531.0	37	C2H4
15339	18441	0.000	15339	0.9701	15339.0	37	 
15392	15952	-28.031	15392	0.9364	15392.0	37	C2H4
16149	18418	0.000	16149	0.9407	16149.0	37	 
14691	18239	-28.032	14691	0.9417	14691.0	37	C2H4
15389	16020	-28.031	15389	0.8601	15389.0	37	C2H4
15389	15445	26.016	15389	0.8632	15389.0	37	C2H2
15233	15810	-56.062	15233	0.904	15233.0	37	C4H8
15665	16077	-28.031	15665	0.8667	15665.0	37	C2H4
15810	16077	-0.000	15810	0.9132	15810.0	37	 
15661	15754	-28.030	15661	0.9145	15661.0	37	C2H4
15638	16061	-42.048	15638	0.8878	15638.0	37	C3H6
15459	15667	162.053	15459	0.9842	15459.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15389	15638	0.000	15389	0.9531	15389.0	37	 
15392	16451	-56.063	15392	0.9012	15392.0	37	C4H8
15446	15638	18.011	15446	0.8417	15446.0	37	H2O
14531	18441	0.000	14531	0.9772	14531.0	37	 
17443	17576	-0.000	17443	0.9348	17443.0	37	 
15810	16221	-0.000	15810	0.8571	15810.0	37	 
16149	16293	-0.000	16149	0.9236	16149.0	37	 
15459	16043	134.022	15459	0.904	15459.0	37	 
14224	14838	0.000	14224	0.9672	14224.0	37	 
16152	17019	-56.063	16152	0.873	16152.0	37	C4H8
16870	18192	-63.962	16870	0.9443	16870.0	37	 
13388	18440	28.033	13388	0.9447	13388.0	37	C2H4
15392	15754	-28.030	15392	0.9413	15392.0	37	C2H4
16753	17443	162.053	16753	0.8839	16753.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15979	17576	-56.063	15979	0.9366	15979.0	37	C4H8
15862	16159	28.031	15862	0.856	15862.0	37	C2H4
15798	17576	-56.063	15798	0.9316	15798.0	37	C4H8
16451	16753	-0.000	16451	0.8575	16451.0	37	 
15339	18300	-0.000	15339	0.9503	15339.0	37	 
15638	15667	-28.031	15638	0.8754	15638.0	37	C2H4
17590	18239	0.000	17590	0.9378	17590.0	37	 
16574	16694	0.000	16574	0.9768	16574.0	37	 
13781	18441	0.000	13781	0.9797	13781.0	37	 
14994	15810	-56.062	14994	0.8892	14994.0	37	C4H8
14994	15389	162.053	14994	0.905	14994.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
16077	16293	26.015	16077	0.8975	16077.0	37	C2H2
16132	16152	14.015	16132	0.8523	16132.0	37	methanol (-H2O):CH2
14838	15339	0.000	14838	0.97	14838.0	37	 
14531	14838	0.000	14531	0.9669	14531.0	37	 
16221	18418	26.016	16221	0.8775	16221.0	37	C2H2
15233	16149	-30.047	15233	0.8867	15233.0	37	C2H6
16328	16870	0.000	16328	0.9652	16328.0	37	 
15459	15539	-28.030	15459	0.8624	15459.0	37	C2H4
16574	17443	-28.032	16574	0.9605	16574.0	37	C2H4
14531	17590	0.000	14531	0.9505	14531.0	37	 
13781	16328	63.962	13781	0.9562	13781.0	37	 
15667	16043	-28.031	15667	0.9063	15667.0	37	C2H4
15392	15661	0.000	15392	0.9334	15392.0	37	 
15539	16043	162.052	15539	0.8457	15539.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15459	15862	134.022	15459	0.8899	15459.0	37	 
14224	17996	0.000	14224	0.9525	14224.0	37	 
15665	16043	134.022	15665	0.9039	15665.0	37	 
14691	18300	-28.032	14691	0.9474	14691.0	37	C2H4
15233	16077	-56.063	15233	0.9233	15233.0	37	C4H8
15798	17443	-56.063	15798	0.9533	15798.0	37	C4H8
18440	18441	-28.032	18440	0.9563	18440.0	37	C2H4
17019	17273	0.000	17019	0.9523	17019.0	37	 
15638	16020	-28.031	15638	0.8684	15638.0	37	C2H4
14081	17590	-28.032	14081	0.9403	14081.0	37	C2H4
14994	15638	162.053	14994	0.9138	14994.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
16328	18441	-63.962	16328	0.9685	16328.0	37	 
15661	15952	-28.031	15661	0.9105	15661.0	37	C2H4
17996	18300	0.000	17996	0.9621	17996.0	37	 
14838	16694	63.962	14838	0.9654	14838.0	37	 
15392	16753	-56.063	15392	0.8675	15392.0	37	C4H8
14838	16328	63.962	14838	0.9602	14838.0	37	 
16328	17443	-28.032	16328	0.9578	16328.0	37	C2H4
15798	17019	-56.063	15798	0.9594	15798.0	37	C4H8
14349	17910	-28.032	14349	0.9294	14349.0	37	C2H4
15638	16247	-42.047	15638	0.8737	15638.0	37	C3H6
14932	15126	-0.000	14932	0.8845	14932.0	37	 
15446	16043	-38.052	15446	0.7767	15446.0	37	 
15661	18418	-28.031	15661	0.8764	15661.0	37	C2H4
17273	17443	0.000	17273	0.9544	17273.0	37	 
15339	17996	-0.000	15339	0.9563	15339.0	37	 
13781	18440	28.033	13781	0.952	13781.0	37	C2H4
17590	18192	0.000	17590	0.9396	17590.0	37	 
13388	18300	0.000	13388	0.9483	13388.0	37	 
11631	17910	0.000	11631	0.9341	11631.0	37	 
14994	15233	0.000	14994	0.9177	14994.0	37	 
14531	17996	0.000	14531	0.9634	14531.0	37	 
14691	18440	0.000	14691	0.9476	14691.0	37	 
16870	17443	-28.032	16870	0.9552	16870.0	37	C2H4
15661	16293	-28.031	15661	0.8895	15661.0	37	C2H4
14531	16694	63.963	14531	0.9525	14531.0	37	 
15979	17273	-56.063	15979	0.953	15979.0	37	C4H8
16574	16870	0.000	16574	0.9647	16574.0	37	 
14081	14691	0.000	14081	0.9406	14081.0	37	 
15539	15862	162.052	15539	0.8262	15539.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
17776	18192	0.000	17776	0.9588	17776.0	37	 
15754	16149	-0.001	15754	0.9231	15754.0	37	 
15667	16020	0.000	15667	0.9882	15667.0	37	 
15459	15665	0.000	15459	0.9902	15459.0	37	 
15665	15862	134.022	15665	0.8884	15665.0	37	 
15539	15667	190.083	15539	0.8743	15539.0	37	 
16020	16043	-28.031	16020	0.9036	16020.0	37	C2H4
15233	15638	162.052	15233	0.959	15233.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
14838	17996	0.000	14838	0.9574	14838.0	37	 
15754	18418	-0.001	15754	0.9237	15754.0	37	 
16328	16694	0.000	16328	0.9865	16328.0	37	 
15798	17273	-56.063	15798	0.9443	15798.0	37	C4H8
15389	16247	-42.047	15389	0.8765	15389.0	37	C3H6
16077	18418	26.016	16077	0.9068	16077.0	37	C2H2
15754	16293	-0.001	15754	0.9386	15754.0	37	 
14994	16077	-56.062	14994	0.8913	14994.0	37	C4H8
15661	16753	-56.063	15661	0.8814	15661.0	37	C4H8
14838	18440	28.033	14838	0.9563	14838.0	37	C2H4
15459	16159	162.053	15459	0.9805	15459.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15667	16159	0.000	15667	0.9768	15667.0	37	 
13781	17996	0.000	13781	0.9524	13781.0	37	 
14224	18441	0.000	14224	0.9806	14224.0	37	 
16958	17576	-14.016	16958	0.8618	16958.0	37	methanol (-H2O):CH2
15665	15810	-28.031	15665	0.8658	15665.0	37	C2H4
15389	16061	-42.048	15389	0.8648	15389.0	37	C3H6
14994	15952	-30.047	14994	0.8928	14994.0	37	C2H6
15547	17910	-0.000	15547	0.9434	15547.0	37	 
15661	16605	-56.063	15661	0.8724	15661.0	37	C4H8
15979	17019	-56.063	15979	0.9666	15979.0	37	C4H8
14224	16574	63.962	14224	0.9549	14224.0	37	 
14224	16328	63.962	14224	0.9544	14224.0	37	 
15862	16043	0.000	15862	0.8436	15862.0	37	 
14224	16694	63.962	14224	0.9551	14224.0	37	 
15233	16221	-56.063	15233	0.8803	15233.0	37	C4H8
15456	15539	-0.000	15456	0.7849	15456.0	37	 
17590	18440	28.033	17590	0.9382	17590.0	37	C2H4
14994	15754	-30.046	14994	0.8894	14994.0	37	C2H6
15539	16020	190.083	15539	0.8619	15539.0	37	 
15665	16159	162.053	15665	0.984	15665.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15456	16043	162.052	15456	0.812	15456.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
15539	16159	190.083	15539	0.8674	15539.0	37	 
15233	15389	162.052	15233	0.9543	15233.0	37	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
17019	17443	0.000	17019	0.9661	17019.0	37	 
15339	16694	63.962	15339	0.9632	15339.0	37	 
16152	16958	-42.047	16152	0.9144	16152.0	37	C3H6
16061	16247	0.001	16061	0.8135	16061.0	37	 
15862	16020	28.031	15862	0.8496	15862.0	37	C2H4
14222	14246	44.027	14222	0.8939	14222.0	38	H2N3:C2H4O
12766	13818	-14.015	12766	0.8892	12766.0	38	methanol (-H2O):CH2
13818	14246	-14.016	13818	0.9452	13818.0	38	methanol (-H2O):CH2
12977	14471	-45.029	12977	0.8827	12977.0	38	H3N3
12977	13818	-14.015	12977	0.8943	12977.0	38	methanol (-H2O):CH2
12766	12977	0.000	12766	0.8679	12766.0	38	 
2124	3323	15.995	2124	0.8794	2124.0	39	O
1165	1772	-63.995	1165	0.8773	1165.0	39	C4O
2161	3629	-33.984	2161	0.9156	2161.0	39	 
3323	3629	0.000	3323	0.9499	3323.0	39	 
880	1772	-33.984	880	0.8417	880.0	39	 
1772	2124	0.000	1772	0.8436	1772.0	39	 
3629	3659	-21.982	3629	0.8057	3629.0	39	adduct_rel_H_Na
1165	3629	-48.000	1165	0.9006	1165.0	39	 
1165	1268	-31.972	1165	0.8823	1165.0	39	 
1268	3042	17.956	1268	0.8564	1268.0	39	 
3659	3788	0.000	3659	0.7901	3659.0	39	 
2477	3323	-33.984	2477	0.8925	2477.0	39	 
479	1165	29.974	479	0.756	479.0	39	 
2124	2477	49.979	2124	0.8621	2124.0	39	 
2161	2477	0.000	2161	0.9604	2161.0	39	 
880	3042	15.995	880	0.833	880.0	39	O
1268	1772	-32.023	1268	0.8759	1268.0	39	 
1268	3323	-16.028	1268	0.8845	1268.0	39	 
2477	3970	-72.995	2477	0.7445	2477.0	39	C2HO3
1165	2477	-14.016	1165	0.9479	1165.0	39	methanol (-H2O):CH2
880	3323	-17.989	880	0.8473	880.0	39	 
1268	2477	17.956	1268	0.8913	1268.0	39	 
880	2477	15.995	880	0.8712	880.0	39	O
1772	3042	49.979	1772	0.8581	1772.0	39	 
1772	3629	15.995	1772	0.9081	1772.0	39	O
2124	3629	15.995	2124	0.8838	2124.0	39	O
479	880	-0.037	479	0.7742	479.0	39	 
1165	2124	-63.995	1165	0.845	1165.0	39	C4O
1268	2161	17.956	1268	0.8909	1268.0	39	 
3042	3629	-33.984	3042	0.8897	3042.0	39	 
1772	3323	15.995	1772	0.8916	1772.0	39	O
871	2161	49.980	871	0.7483	871.0	39	 
1772	2161	49.979	1772	0.8918	1772.0	39	 
1165	2161	-14.016	1165	0.9439	1165.0	39	methanol (-H2O):CH2
880	1165	30.011	880	0.8552	880.0	39	CH2O
1740	2124	21.982	1740	0.7775	1740.0	39	adduct_rel_H_Na
880	1268	-1.961	880	0.8377	880.0	39	 
2161	3323	-33.984	2161	0.891	2161.0	39	 
3970	4295	0.000	3970	0.9716	3970.0	39	 
2124	2161	49.979	2124	0.8628	2124.0	39	 
1772	2477	49.979	1772	0.8865	1772.0	39	 
1268	2124	-32.023	1268	0.8508	1268.0	39	 
880	2161	15.995	880	0.8759	880.0	39	O
2124	3042	49.979	2124	0.8404	2124.0	39	 
1268	3970	-55.039	1268	0.7926	1268.0	39	 
2477	3042	-0.000	2477	0.9229	2477.0	39	 
880	2124	-33.984	880	0.8027	880.0	39	 
1268	3629	-16.028	1268	0.8945	1268.0	39	 
880	3629	-17.989	880	0.863	880.0	39	 
871	3042	49.980	871	0.7175	871.0	39	 
2477	3629	-33.984	2477	0.9106	2477.0	39	 
871	1772	0.000	871	0.8191	871.0	39	 
3323	3659	-21.982	3323	0.8002	3323.0	39	adduct_rel_H_Na
3042	3323	-33.984	3042	0.8687	3042.0	39	 
1165	3042	-14.016	1165	0.9153	1165.0	39	methanol (-H2O):CH2
1165	3323	-48.001	1165	0.8767	1165.0	39	 
2161	3042	-0.000	2161	0.9341	2161.0	39	 
8086	11058	0.000	8086	0.8355	8086.0	40	 
8994	9209	18.011	8994	0.878	8994.0	40	H2O
8538	10114	-56.027	8538	0.8845	8538.0	40	CH2N3:C3H4O
