row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,4_Sel_WT4_ex10.mzML Peak area,1_Sel_WT1_ex10.mzML Peak area,2_Sel_WT2_ex10.mzML Peak area,3_Sel_WT3_ex10.mzML Peak area,6_Sel_delta1_ex10.mzML Peak area,7_Sel_delta2_ex10.mzML Peak area,8_Sel_delta3_ex10.mzML Peak area,11_Sel_WT1_stat10.mzML Peak area,12_Sel_WT2_stat10.mzML Peak area,5_Sel_WT5_ex10.mzML Peak area,10_Sel_delta5_ex10.mzML Peak area,14_Sel_WT4_stat10.mzML Peak area,9_Sel_delta4_ex10.mzML Peak area,13_Sel_WT3_stat10.mzML Peak area,Medium_Blank10.mzML Peak area,16_Sel_delta1_stat10.mzML Peak area,15_Sel_WT5_stat10.mzML Peak area,18_Sel_delta3_stat10.mzML Peak area,19_Sel_delta4_stat10.mzML Peak area,20_Sel_delta5_stat10.mzML Peak area,17_Sel_delta2_stat10.mzML Peak area,Unnamed: 34
19006,182.0810967,14.386529,,,,,,,,,,,0,0,0,0,0,0,356.882,6713.921,17109.295,454.1407,0,1485.9539,0,8229.273,0,2053.7273,415.74744,4480.9194,8929.112,3117.4194,2557.6294,
1961,182.0811948,0.7493373,,,,70,,,,,,,82633.59,102517.125,163133.53,173146.86,121400.64,125471.59,98309.016,215100.72,239413.88,319466.2,44083.367,230776.81,100589.32,213977.27,14178.574,159291.84,206555.5,22701.605,149932.55,226514.81,91354.05,
1597,182.0812389,0.49245256,,,,,,,,,,,23029.584,68900.78,83619.49,68668.96,151400.97,17364.893,128205.27,451618.06,624019.94,147829.58,41770.445,288126.4,50301.348,349725.53,10595.661,283366.62,361912.72,1126475.4,848121.56,1951180.8,65031.74,
18395,182.1903238,13.562202,,,,1,,,,,,,38090.113,56262.945,46130.67,37210.492,29150.676,33380.336,27766.176,27564.498,27275.307,31443.965,30144.068,19870.22,29279.92,22377.844,70343.24,21290.8,17082.434,22006.621,20574.648,19111.344,19766.71,
16848,182.9851869,11.899354,,,,,,,,,,,0,0,0,0,3839.274,0,17220.096,0,0,13476.613,0,0,0,0,382.35037,0,0,0,0,0,0,
14602,182.9850606,10.2522545,,,,,,,,,,,230179,222474.7,119567.63,224226.69,126125.79,77087.375,59166.938,5715.2646,17150.469,90312.03,77897.71,23847.85,65850.66,28165.73,411838.22,29469.969,8278.98,38996.39,24288.016,22270.723,10613.824,
13894,182.9850977,10.010473,,,,,,,,,,,327897.6,183612.56,114511.34,151364.38,49506.19,13632.357,44014.305,29073.781,10741.492,32854.176,16996.912,10230.254,9356.657,13723.991,77136.22,16858.115,23459.016,10653.15,22255.686,7044.7944,6765.459,
14299,182.9850487,10.159255,,,,,,,,,,,27042.176,135738.36,383414,63678.94,13581.129,16510.6,28479.38,5715.2646,8042.023,21774.389,11607.512,47842.53,26118.275,8833.545,36662.688,9933.72,17707.602,12719.385,25267.121,7044.7944,19665.668,
18199,182.985186,13.3335285,,,,96,145,[M+H]+,,2,18205;18199,181.9779,0,15501.524,3824.202,0,126030.11,198108.48,217824.05,276784.78,215216.03,259437.53,271338.94,201006.8,293171.2,216285.89,33491.39,223300,179909.61,229127,206116.61,179796.14,223213.27,
18672,182.9852056,13.643671,,,,88,,,,,,,5772624.5,6160545,6162157.5,5829941,5652615.5,4819660.5,4861369,4683235,4924385.5,5230625.5,5037702,5370063,4755045,5173370.5,6035234,5317008.5,4848419.5,5635430.5,5428063.5,5442458.5,5211777,
13448,182.9851141,9.841028,,,,,,,,,,,102142.99,127808.65,94806.54,97899.54,9480.644,9306.869,15258.431,6396.181,9887.637,9687.728,8629.06,15110.639,11199.767,16521.191,106117.67,26639.21,18740.734,7278.4224,6537.6675,8074.9844,4378.031,
1355,184.0827776,0.49683577,,,,,,,,,,,2467.918,290859.7,94171.33,24738.64,15866.564,48113.82,22801.963,653655.44,282766.53,7048.463,93463.94,132221.27,8097.5107,105290.93,0,95276.3,15738.209,7087.8486,9651.453,296578.1,4931.9355,
3329,184.0968537,1.3080018,,,,,,,,,,,65261.19,56369.043,39390.723,35131.52,22955.42,56067.824,187479.8,24865.717,95652.98,7063.092,248557.98,126126.21,101359.27,92629.086,66933.875,53315.887,161084,78865.164,87065.83,59586.043,32598.102,
3057,184.0968949,1.1546696,,,,,,,,,,,26780.252,1734.6759,14443.966,67548.266,54634.2,38595.086,28512.389,14253.329,16991.93,3901.3071,75891.78,15060.337,51915.117,9290.4,76568.36,17597.236,35626.81,45302.992,65484.277,44844.55,57322.246,
18846,184.0968765,14.008616,,,,142,,,,,,,135235.06,32765.996,112493.35,131013.52,74895.69,156931.86,136510.61,107522.18,163720.17,133202.67,79142.195,148525.77,142613.88,153628.23,39449.043,117309.586,153879.62,137386.72,88885,148180.31,135026.1,
4230,184.0969036,1.7626395,,,,,,,,,,,61740.293,26562.328,31859.775,8529.496,123608.24,35622.586,63536.902,30576.379,11605.292,2210.4253,270598.06,15678.261,18986.523,4966.4,23185.96,41561.49,89051.94,17382.906,44416.03,32810.89,14951.865,
3665,184.0968655,1.3928633,,,,,,,,,,,70088.805,15789.041,49582.617,59878.055,54598.098,48935.594,17878.426,82426.19,25938.654,7260.4365,92611.69,73256.8,28610.254,67972.51,74821.484,11256.6875,29493.252,75420.73,153529.12,18379.562,53696.96,
2043,184.0969078,0.7220853,,,,,,,,,,,36102.766,68507.18,46215.637,10240.791,50225.35,71311.42,28411.441,17331.602,85148.49,120680.56,54780.566,46277.56,37122.57,50854.582,76901.41,98973.8,47256.773,58381.01,128701.42,33728.18,74893.3,
1371,184.0969045,0.48477527,,,,107,,,,,,,1785784,2061159.5,2546620.5,3009665,2470292,1847253.6,1902921.1,1818964.8,1815584.2,3054504.5,1079151,1928933,1719449.6,2001032.4,71037.74,1158056.9,1386047.4,1280661.1,832600.94,1547105.5,388044.53,
3880,184.0969269,1.6347611,,,,,,,,,,,92571.22,74496.195,93145.44,16017.099,16331.195,75931.234,10378.5625,6430.3804,59933.875,11130.211,81560.95,9476.938,121886.67,33109.57,71970.48,42293.16,43049.555,90864.08,13610.41,82490.55,50216.414,
2353,184.0969716,0.8844573,,,,,,,,,,,121736.17,2532.053,2948.716,16438.684,27734.795,101125.914,53912.43,12489.636,8377.964,20277.97,104298.695,49679.387,15463.442,12649.88,76939.71,37682.73,12479.11,53017.242,38134.863,24574.98,54143.445,
4495,184.096961,1.8837683,,,,,,,,,,,79846.914,5688.6055,27965.133,42692.15,102277.41,224453.67,30534.781,4321.3833,14820.912,14140.64,127367.47,215304.44,151016.25,34821.98,181984.53,96115.734,54041.84,174580.8,196242.08,97636.59,282845.28,
4736,184.0970345,1.9850235,,,,,,,,,,,25322.65,20164.314,62540.047,17320.262,55657.39,34064.48,69015.13,20694.188,115241.13,45691.812,116460.51,83793.81,106204.16,58686.113,68132.68,132102.84,101036.73,94634.4,89462.74,26144.617,122898.805,
5076,184.0970891,2.447314,,,,,,,,,,,61002.746,130587.79,35904.348,37558.402,67082.86,83644.49,91691.32,94528.98,31850.104,26421.336,101436.19,52693.023,97993.234,102446.25,53775.164,16332.701,107952.51,106265.25,103990.19,107935.97,108136.75,
5567,184.1334285,2.9005954,,,,,,,,,,,15532.9795,28633.686,10906.819,56489.33,6261.259,7097.4277,4424.0073,4842.5034,2956.3174,20042.57,4318.276,10455.084,4711.7393,4126.8213,7252.28,2087.613,11440.529,0,0,5570.42,0,
16387,184.9854988,11.400385,,,,,,,,,,,76827.22,109667.92,19608.957,141799.11,32216.121,95733.96,69683.61,64400.59,132873.08,27130.965,129957.25,43541.875,138076.38,144776.08,17759.914,109149.875,86555.836,151658.06,72693.59,136300.94,150772.94,
16665,184.9855116,11.799122,,,,,,,,,,,107077.22,38456.973,78619.05,21575.459,45474.113,90372.3,200478.56,184653.98,233338.1,42226.94,86343.25,71970.37,102775.1,236617.7,146285.89,136926,158928.47,148622.53,183346.4,199404,207163.2,
15939,184.9855113,11.135028,,,,,,,,,,,81099.58,113291.3,25663.896,43808.668,133331.92,72356.664,41622.363,69594.1,87776.73,59037.2,113190.94,106319.055,48304.2,163530.83,114901.61,120070.71,95809.875,210083.14,180716.8,136167.44,70448.31,
18104,184.9855976,13.185048,,,,,,,,,,,68454.43,146315.75,28878.076,46950.74,95802.664,69179.77,137180.42,85570.61,72106.45,94095.24,90393.25,110446.5,119328.22,114341.71,243685.03,188332.62,147679.34,166036.42,71036.09,89866.836,37763.383,
15771,184.9855246,10.995617,,,,,,,,,,,145909.7,26869.145,18918.184,46205.758,19986.28,176218.53,36737.703,157396.84,187589.61,46652.492,98076.414,236471.78,158355.81,125917.195,73438.8,47182.38,179452.73,347834.2,119691.75,207782.56,175218.97,
16137,184.9855043,11.2976055,,,,76,,,,,,,92195.16,41532.83,45146.42,53303.277,97450.234,126935.56,73347.48,180823.06,73481.52,29201.172,91770.29,230189.81,148941.58,98958.29,483682.56,109831.1,85590.59,141668.47,459181.8,168815.52,62293.79,
16476,184.9855106,11.573634,,,,,,,,,,,76617.38,43739.55,26768.338,23210.193,73006.26,89267.16,134266.9,95247.2,112258.82,24717.82,170701.69,83380.36,74055.84,90544.89,91920.38,197891.77,159435.8,292398.75,324881.12,213795.1,151402.06,
17056,184.9855106,12.014689,,,,76,,,,,,,80662.51,57509.79,38131.008,260397.28,58681.652,74184.56,109023.29,118829.55,80374.03,111984.99,121341.57,183993,138943.81,256854.39,88727.48,77029.836,121554.51,190657.56,199240.73,246408.89,85968.48,
17641,184.9855514,12.531059,,,,,,,,,,,163706.22,77271.01,110996.41,109290.5,59991.203,80258.58,107012.03,118109.96,64438.87,108602.48,29930.613,13741.218,74348.65,108839.59,27327.969,80962.555,186571.14,88345.766,46403.66,79604.93,102697.59,
17408,184.9855217,12.274955,,,,,,,,,,,115641.54,64832.82,112615.63,14117.505,41104.17,112043.57,120120.18,19189.66,231230.19,53294.246,62368.3,182810.31,128488.12,274145.3,98672.67,84767.11,119270.4,127663.266,153484.78,262117.47,177458.56,
16840,184.9855124,11.862293,,,,,,,,,,,28058.242,43574.99,106607.26,14611.135,48612.234,76642.36,77205.87,59608.113,32036.404,16331.186,21067.127,81294.766,52864.32,64309.395,32956.496,94733.74,39572.42,46317.906,40362.805,50758.24,16404.318,
17525,184.9855344,12.434707,,,,,,,,,,,126971.88,43658.24,77251.3,31356.502,83770.27,30977.52,28919.38,233660.7,73920.57,99732.84,84758.875,171543.83,105508.016,103660.625,27327.969,110270.13,44402.473,154000.88,70358.94,78937.72,152002.77,
13270,184.9855133,9.790087,,,,,,,,,,,32158.97,11436.964,16849.672,25290.281,67605.125,19218.602,57537.125,45519.6,46518.363,7882.59,22702.965,72305.484,18981.01,44688.566,21410.166,150495.4,92158.414,22537.314,80403.21,45595.21,14653.149,
17216,184.9855217,12.15933,,,,,,,,,,,12376.34,51736.344,64506.133,5249.8276,63977.504,12763.89,47622.316,105044.65,62272.23,49875.13,104192.96,173858.5,39982.594,62851.047,62108.945,148554.08,146549.5,186198.64,57066.027,59312.633,34339.11,
15630,184.9855344,10.929931,,,,,,,,,,,24377.463,18164.35,14608.82,6641.0054,63837.14,35489.297,83103.48,31673.979,10780.352,18392.06,108308.55,29808.727,43082.81,53778.29,11723.346,113892.4,29128.59,66763.8,147227.94,121664.75,103064.01,
18529,184.9855381,13.586879,,,,53,151,[M+NH4]+,,2,18529;18534,166.9519,1483350.2,1814726.4,1567526,1493344.6,2027607.4,1851959.5,1658985.8,1780709.2,2029518.8,1939562.8,1909681.9,2354559.5,1608672.1,2018081.1,2444799.5,3348037.2,3082049.5,1645017.2,1835744.4,1877132.6,1394297.5,
15487,184.9855434,10.802449,,,,,,,,,,,15576.119,12257.759,8731.685,18675.229,14859.742,16864.357,31757.148,26884.352,41833.535,18930.977,70661.65,54015.324,104141.586,47727.31,24791.24,74177.53,55708.055,40096.023,28900.662,45571.754,24490.062,
18201,184.9855566,13.325054,,,,96,,,,,,,81459.83,31048.324,11446.0205,41064.93,75658.41,98100.195,113566.15,121388.72,137872.89,76697.38,158084.14,110253.96,180573.3,101031.59,45855.72,137512.47,98373.18,121704.8,110326.83,105826.65,122165.81,
17837,184.9855683,12.858549,,,,,,,,,,,76748.95,52303.97,67450.94,65010.344,47336.227,67777.766,98136.71,59379.168,101690.52,193737.56,50365.004,57610.645,133310.17,174895.14,108226.55,76135.11,79539.1,78964.27,39471.27,87913.305,226503.97,
17747,184.9855588,12.647509,,,,,,,,,,,50271.26,84894.96,107813.15,36409.87,65779.18,65794.82,225327.75,48336.77,87761.55,76217.695,81594.02,148247.08,52261.117,72628.66,137753.81,87657.79,131080.61,101846.92,183838.61,96696.53,74679.8,
13609,184.9855052,9.859602,,,,,,,,,,,29111.121,23348.453,19700.803,16246.379,35769.734,70700.08,46657.3,31883.777,33291.516,7882.59,35352.785,45672.89,24493.35,21042.602,20511.973,76351.72,102108.91,14352.776,45569.875,41146.89,11879.422,
17979,184.9855893,13.021859,,,,,,,,,,,75628.29,62815.94,81295.125,45285.6,85001.31,69139.24,71979.23,53390.504,61594.918,9856.579,66375.37,84243.87,61940.55,51844.65,19728.139,134514.86,68601.086,74768.48,314453.62,88617.95,84531.586,
18306,184.9855962,13.4705925,,,,,,,,,,,108034.31,49702.426,12806.635,91340.2,41583.25,86059.1,108060.39,115115.23,129291.54,97067.125,63896.27,115765.03,61638.32,114750.03,126611.89,34334.29,89155.586,92337.71,119859.81,150592.36,114851.6,
18982,184.9948956,14.3864155,,,,,,,,,,,0,0,0,0,599.5289,0,551.34503,6722.476,18362.879,2649.0005,2235.733,2617.59,8268.33,5732.66,0,3191.2856,511.0728,8389.718,11388.285,2272.536,4840.5903,
281,185.0420705,0.30072305,,,,,,,,,,,212.42218,942.6013,945.0762,372.3979,0,652.8649,329.16492,332.40417,548.5767,0,474.02832,406.1939,527.7868,374.00287,95904.42,2631.636,302.5767,558.19543,283.20447,443.572,341.93884,
1470,185.1001563,0.48349175,,,,,,,,,,,9391.913,11687.207,238868.4,95724.76,19895.693,22835.008,21171.35,27889.434,26598.047,22543.113,20773.031,48038.805,18612.246,85766.63,0,40597.61,40723.58,7372.319,14370.945,34093.957,3486.164,
5233,185.1151083,2.578391,,,,,,,,,,,220508.6,195542.31,225475.84,100858.02,360972.34,399023.2,298579.12,326985.78,64840.996,491325.97,464816.16,230179.92,337393.4,243169.86,311227.28,357390.9,346050.3,258142.42,251954.67,71321.99,392965.8,
2294,185.1284253,0.8083354,,,,,,,,,,,173937.03,155678.14,218663.4,231003.16,271398.56,182593.6,185556.14,8349.132,23793.365,270460.38,77967.44,101112.836,232158.31,31058.693,6478.1733,110060.71,90682.61,1378.4852,69862.02,14811.644,66100.5,
18580,185.9831418,13.592977,,,,53,152,[M+H]+,,2,18580;18561,184.976,508579.44,1042954.3,701395.56,710212.75,1435171.4,1117793.8,912725.94,1072903.6,1184380.2,1315844.1,928235.75,1646730.2,570574,1247020.9,1900125.9,3142922.5,2948010.2,314226.75,797267.3,728233.5,310408.7,
12675,185.9831911,9.37874,,,,,,,,,,,4072.0073,0,1692.3029,1000.1637,2895.1733,4392.4673,0,0,0,0,729.0298,15278.335,0,0,0,938472.06,791666.44,0,0,0,0,
11192,185.9834567,8.382169,,,,,,,,,,,774.88086,1173.0891,284.31317,698.0527,894.39795,2619.036,0,0,0,983.2636,231.00415,256.27682,0,0,0,9495.671,27902.826,0,373.9003,0,0,
11288,185.9834136,8.568539,,,,,,,,,,,684.4569,2141.1677,373.05475,370.57208,1702.7645,2688.7659,0,0,0,202.10849,177.53433,404.3839,0,0,0,20309.195,43893.355,0,0,0,0,
10292,185.9835133,7.4751706,,,,,,,,,,,1811.6897,3987.4963,514.9285,1864.3352,2524.8696,18236.59,1205.3419,0,0,1656.8953,210.1708,282.60068,0,0,0,15802.616,20573.52,0,0,0,0,
11487,185.9833056,8.805988,,,,,,,,,,,1764.2708,938.35425,919.833,5697.633,5094.4834,2538.3352,0,0,0,0,304.24353,4156.2773,0,0,0,89678.39,123521.43,0,0,916.39514,0,
10805,185.9834954,8.067748,,,,,,,,,,,681.4374,578.8705,209.60678,745.46045,1055.5659,2340.7395,193.476,0,0,959.26086,254.70029,379.10165,0,0,0,5114.9385,30789.28,0,0,0,0,
10432,185.9834625,7.6407185,,,,,,,,,,,3529.2666,432.3349,631.0761,3481.6345,4868.4326,8368.988,509.19107,0,0,1546.9701,0,409.71857,0,0,0,34476.363,64211.76,0,0,0,0,
11376,185.983357,8.68635,,,,,,,,,,,684.4569,397.09406,684.35535,370.57208,1606.2959,2538.3352,0,0,0,0,0,2624.07,0,0,0,134700.86,59496.613,0,0,916.39514,0,
10630,185.983451,7.792185,,,,,,,,,,,4048.2927,850.4641,1676.2905,437.71466,1157.3281,4277.042,761.5864,0,0,825.82275,271.8131,563.87225,0,0,0,32589.256,56163.4,0,0,0,0,
10739,185.9835228,7.9174004,,,,,,,,,,,1468.9023,850.4641,1676.2905,533.1322,2115.7524,3940.9402,193.52892,0,0,921.03723,204.62769,225.93295,0,0,0,31265.637,19469.066,0,0,0,0,
10934,185.9835519,8.1674595,,,,,,,,,,,439.29187,1807.1272,209.60678,327.89868,1491.7576,2340.7395,225.00883,0,0,959.26086,254.70029,347.18204,0,0,0,18982.057,33017.78,0,637.392,0,0,
1153,186.0386594,0.34263226,,,,,,,,,,,228955.05,288775.94,168732.72,256452.88,142803.44,203687.14,241152.47,120009.484,132599.39,170448.38,240340.84,127068.78,249271.08,111079.84,0,181876.47,180669.88,143383.73,242126.83,166990.19,161153.27,
19306,186.076147,14.951613,,,,,,,,,,,4656.8687,7114.754,8576.919,7683.056,38293.79,15480.242,10033.461,11738.454,18256.467,6502.8066,23938.129,10671.343,6140.102,4895.7417,25309.537,7020.845,5859.9385,9300.623,5979.9355,10647.065,12389.708,
19525,186.0761488,15.418729,,,,,,,,,,,4726.788,9284.002,2709.441,5763.293,14058.791,8652.809,29242.32,7368.593,20632.363,6127.0645,20107.006,4544.869,14376.4375,6167.2676,72284.53,6093.822,9530.303,9588.963,4600.137,5759.505,4838.3477,
3518,186.0761935,1.326307,,,,,,,,,,,11125.289,7124.322,4724.2715,5012.2905,5238.323,9077.702,13828.681,5326.6587,1901.3407,740.428,6037.8003,4617.8535,5633.4097,2389.1223,39202.72,5536.918,7008.87,8827.69,15522.58,5325.857,9871.484,
3321,186.0914538,1.2271103,,,,109,,,,,,,130171.58,305028.78,401619.94,558564.2,240265.1,174803.5,190442.66,361571.3,905053.1,484310.12,47886.766,403536.22,200259.22,971037.06,0,641238.6,262138.84,468281.12,322207.34,988461.44,95077.25,
10193,186.1851927,7.42067,,,,,,,,,,,0,0,0,0,293.79935,0,0,0,0,187208.47,0,0,0,0,0,0,0,0,0,326.23788,0,
9182,186.2216901,6.760249,,,,,,,,,,,0,0,0,0,0,0,0,0,0,35653.723,0,0,0,0,0,0,0,0,0,0,0,
1546,186.5357733,0.45539364,,,,,,,,,,,2237.8809,0,0,0,0,0,1652.9194,0,2065.698,2596.0737,0,0,0,0,0,0,2225.3591,7019.1006,0,0,154328.47,
18767,186.9562609,13.707225,,,,,,,,,,,183770.02,223785.88,209165.4,42949.254,265146.7,168708.58,191010.98,193236.81,104448.766,188878.66,317158.72,276612.34,299107.25,283959.12,224798.9,234944.11,312390.03,253042.89,228042.9,235711.48,288892.1,
18531,186.9808041,13.587308,,,,53,150,[M+H]+,,2,18521;18531,185.9737,568034.1,696784.5,617802.44,585565.06,768288.06,702375.3,631138.94,678250.4,762988,742892.5,733051.94,906247.94,611235.75,785109.44,935566.94,1215719,1159674.9,598802.3,706460,729482.75,521243.47,
18211,186.9809988,13.325331,,,,96,,,,,,,19124.791,13348.319,5812.932,16377.401,21671.352,37376.79,40379.1,49398.57,43812.984,23865.293,61061.312,50826.02,64176.742,40959.957,19866.22,55069.44,37262.82,48412.375,41516.156,42051.906,49041.97,
16922,188.0225505,11.917795,,,,,,,,,,,1722.4238,7797.62,0,21180.895,6057.8525,68610.305,81084.43,56147.395,107349.99,0,3894.187,150195.52,62092.402,74027.86,0,81335.555,77337.664,7797.5703,35003.543,93326.805,146106.36,
17302,188.0225681,12.164148,,,,76,,,,,,,110118.766,116605.766,79342.875,74291.2,10581.888,539111.06,270323.75,115558.83,66016.734,90073.16,0,228128.06,41525.434,86849.23,0,45505.836,201111.66,0,45850.992,82323.39,131216.02,
17107,188.0225608,12.104014,,,,,,,,,,,50692.83,104402.87,39977.69,49372.047,22089.258,182209.33,143649.56,81122.23,116826.13,55368.062,0,58932.9,108227.95,15188.451,0,13206.3,62827.027,0,14422.768,5875.837,83571.23,
16973,188.022561,11.968905,,,,75,,,,,,,159369.31,64218.535,48329.164,119504.07,44168.266,185142.02,394478.12,80753.555,33061.95,136474.48,3894.187,45669.066,45196.84,33932.047,0,19571.033,85839.88,7485.87,80603.19,29632.89,19393.512,
18178,188.0226142,13.324946,,,,96,,,,,,,0,0,0,0,25802.203,26142.508,27812.436,5399.813,4767.389,52687.598,1165.2993,3380.796,10688.687,3865.9436,0,1548.7849,4644.222,0,0,1000.82007,2780.9697,
511,188.0543688,0.3112085,,,,,,,,,,,45417.11,833249.8,96250.484,1032012.56,9360.303,26314.93,53710.906,396292.56,909112.4,19470.682,299217.97,860554.6,47565.066,2939627.5,0,22134.781,63557.58,488.87997,1909.5021,94986.13,11155.541,
1675,188.0544543,0.5933302,,,,,,,,,,,0,2016.0398,0,13465.6,0,0,0,2714.781,1186.0764,0,0,3638.002,0,26150.434,0,0,0,0,0,0,0,
2580,188.0706457,0.9323827,,,,18,12,[M+H]+,,2,2610;2580,187.0634,2979368.5,3730019,3363909.2,4128812.8,3070470.8,2339212.5,2594416.8,13133058,9854518,2909026.5,1760081.9,11608024,3551629.8,12536080,0,6481003,9307989,8196965.5,5628971.5,8705449,5380958.5,
3987,188.0706604,1.6651937,,,,17,24,[M+H]+,,2,3983;3987,187.0634,999609,1461665.2,1772546.4,2736619.8,1746449.4,1066734.1,2415275,5305979,5037712,0,770761.2,5450699,3245937.8,5832608.5,0,8366206,3187841.2,4562487,3401200.2,8416735,1486830.8,
4245,188.0706547,1.7244307,,,,17,28,[M+H]+,,2,4197;4245,187.0634,2569883.5,3342974.8,1927606.4,2757018.8,4389110,3335410.5,2489179.5,7021113,3392300,5138910,910931.8,5919498,1660430.5,4690069.5,0,3293058.5,4302504.5,4241002.5,1726186.6,4467713.5,1736581.5,
4570,188.0706786,1.8383547,,,,,,,,,,,747529.2,740353.7,1158982.4,1467563.8,1427673.8,1121372.4,1109324.1,2656881.2,2852351.2,2235438.8,466768.94,810688.9,867084.3,2530926,0,1838647.9,1570974.2,2272390.5,1609849.5,3728392,893527.06,
5271,188.0708525,2.6377163,,,,,,,,,,,0,0,0,2971.912,582.8395,661.2262,11666.707,22952.428,50524.746,993.9471,0,58498.246,3686.82,50829.785,0,32115.96,21591.803,25931.996,479.30078,52736.73,3833.8577,
5042,188.0708822,2.4654212,,,,,,,,,,,0,0,0,1072.6619,0,0,0,20202.205,18664.344,0,0,28205.39,0,26697.89,0,18406.973,5842.1455,18390.404,5347.408,44476.37,0,
9,188.0920501,0.0643304,,,,,,,,,,,19881.93,29580.264,1987.3931,10962.752,2300.2537,37772.57,11243.111,15627.129,23005.41,0,6895.242,8060.9316,7754.9834,5061.919,28898.498,22983.72,4052.5945,26872.662,3424.8328,24550.463,11382.305,
19107,188.0920536,14.668681,,,,,,,,,,,53217.46,34533.55,61420.65,18313.502,3563.9797,16295.022,34344.066,36601.06,27112.502,31391.062,22824.18,39378.85,24859.428,55948.195,40226.613,73470.39,47643.95,25608.986,28830.75,12983.184,20840.37,
19314,188.0920423,14.874268,,,,,,,,,,,23161.83,12005.859,52633.69,19347.473,83935.87,132151.27,52267.062,27551.164,23086.934,25979.51,61556.64,15132.762,29548.5,21607.867,42496.258,17979.842,57384.996,38852.504,15981.218,23271.107,27436.656,
19704,188.092065,15.872178,,,,,,,,,,,72685.06,34277.21,39351.387,18076.45,20786.273,16588.293,8505.252,53630.438,77259.64,6589.2837,34044.51,10950.067,5305.1387,3683.978,22216.328,13342.345,82811.016,17087.666,11290.591,43487.9,16543.492,
19214,188.0920544,14.725259,,,,,,,,,,,42181.57,32278.475,74992.09,30805.906,11548.022,37710.043,91221.49,79397.07,32607.516,58994.74,58926.473,39378.85,87876.02,42081.062,296305.22,58749.29,29305.959,115156.64,47822.13,85463.27,139830.66,
19361,188.0920451,15.105887,,,,,,,,,,,18630.676,87236.336,6388.021,17141.371,73650.93,26537.996,39144.508,22449.719,36467.56,16595.498,31855.793,8695.923,65481.508,20312.742,40330.895,9308.942,61212.168,25685.467,68395.625,24442.393,78114.24,
19566,188.0920467,15.495659,,,,,,,,,,,54568.113,76281.85,26000.982,13405.227,5858.412,33286.29,24987.545,71290.984,10755.51,44411.695,30575.086,10062.976,20918.201,10323.795,16689.984,19011.3,24223.674,34026.76,50938.453,1888.8423,50599.793,
18924,188.0920572,14.251004,,,,,,,,,,,54855.336,10576.151,18078.016,29510.701,90490.63,41443.28,17074.152,71159.7,38636.574,39436.46,9199.484,30107.197,1737.5247,16789.271,10961.706,27797.52,13925.209,49205.918,72531.85,31765.645,75697.29,
70,188.0920561,0.2154967,,,,,,,,,,,21758.844,18717.2,22045.412,11471.906,12383.483,14651.841,20172.674,22808.418,52597.29,0,21893.68,44323.016,15810.305,8104.0244,40080.7,23091.506,30848.137,8513.593,10840.068,4011.1528,25283.385,
19462,188.0920588,15.32992,,,,,,,,,,,37061.21,26747.781,58931.45,10107.341,44063.133,35537.76,80966.766,56002.6,28459.832,19195.135,53686.723,28687.326,91735.16,49918.71,65264.105,26214.318,133430.67,61510.29,59121.977,120154.31,32475.229,
19625,188.0920502,15.6336565,,,,,,,,,,,119471.4,43816.59,8912.25,35352.223,26105.602,113730.48,45184.12,17124.16,32894.09,117810.03,84109.18,63565.617,29632.268,4334.607,125863.47,28502.299,40439.414,7174.1846,21542.54,27660.227,47129.598,
19053,188.0920441,14.524154,,,,,,,,,,,34668.668,57625.836,12279.5625,8323.736,18873.912,2472.2751,5972.1914,12632.696,31584.6,9419.188,6968.719,12475.979,15827.791,2774.678,26232.037,12742.196,14155.3545,8419.705,6418.8438,14550.482,10566.35,
19690,188.0920618,15.731489,,,,,,,,,,,32170.45,80196.625,13385.141,7824.4077,42191.07,39218.27,30005.562,21322.762,14013.416,6589.2837,10574.218,28827.572,6549.1313,4334.607,30540.17,32958.355,15829.515,62553.883,11358.828,13047.149,17093.002,
4751,188.1283261,2.0298405,,,,111,,,,,,,73059.76,77263.49,83408.766,150799.97,20786.28,18743.916,9840.336,38847.617,31789.238,40768.363,9943.697,43577.027,9074.214,44393.65,27910.59,18884.76,40209.527,2535.1523,10385.726,12013.396,14857.171,
4865,188.128398,2.1378713,,,,,,,,,,,39805.582,50759.562,54763.176,97706.73,16084.621,22280.207,17324.186,24578.756,32297.863,60391.207,12402.223,32969.473,9157.608,21030.146,25963.87,10254.643,29099.426,581.9491,1838.0714,3388.0356,1503.0271,
18541,188.9784842,13.588344,,,,53,,,,,,,71247.91,85590.14,72757.08,71533.74,99909.98,85155.77,70940.11,87043.05,98112.26,95840.625,89584.69,111136.85,72067.44,98580.68,122213.11,170793.5,166113.16,67855.836,91726.78,81767.42,64505.957,
19010,189.1597189,14.386994,,,,159,,,,,,,0,0,0,0,3709.0706,4973.2246,3172.3271,26301.87,79862.49,5245.6357,4497.8306,7646.647,22008.557,26773.66,0,13362.521,2582.0044,22904.494,47517.965,36834.945,7132.903,
